drug,target_gene,target_source,evidence_level,molecule_chembl_id,target_chembl_id,mechanism_of_action
4'-Epiadriamycin,TOP2A,manual,canonical_anthracycline_alias,CHEMBL417,,Topoisomerase II inhibitor
4'-Epiadriamycin,TOP2B,manual,canonical_anthracycline_alias,CHEMBL417,,Topoisomerase II inhibitor
5-Fluorouracil,TYMS,ChEMBL,mechanism,CHEMBL185,CHEMBL1952,Thymidylate synthase inhibitor
Afatinib,EGFR,ChEMBL,mechanism,CHEMBL2105712,CHEMBL203,Epidermal growth factor receptor erbB1 inhibitor
Afatinib,ERBB2,ChEMBL,mechanism,CHEMBL2105712,CHEMBL1824,Receptor protein-tyrosine kinase erbB-2 inhibitor
Afatinib,ERBB4,ChEMBL,mechanism,CHEMBL2105712,CHEMBL3009,Receptor protein-tyrosine kinase erbB-4 inhibitor
alisertib,AURKA,ChEMBL,mechanism,CHEMBL483158,CHEMBL4722,Serine/threonine-protein kinase Aurora-A inhibitor
Axitinib,FLT1,ChEMBL,mechanism,CHEMBL1289926,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Axitinib,FLT4,ChEMBL,mechanism,CHEMBL1289926,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Axitinib,KDR,ChEMBL,mechanism,CHEMBL1289926,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Azacitidine,DNMT3A,ChEMBL,mechanism,CHEMBL1489,CHEMBL1992,DNA (cytosine-5)-methyltransferase 3A inhibitor
Azacitidine,DNMT1,ChEMBL,mechanism,CHEMBL1489,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1 inhibitor
AZD7762,CHEK1,ChEMBL,mechanism,CHEMBL2041933,CHEMBL4630,Serine/threonine-protein kinase Chk1 inhibitor
Belinostat,HDAC1,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Belinostat,HDAC3,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Belinostat,HDAC6,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Belinostat,HDAC2,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Belinostat,HDAC5,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Belinostat,HDAC7,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Belinostat,HDAC8,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Belinostat,HDAC11,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Belinostat,HDAC4,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Belinostat,HDAC9,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Belinostat,HDAC10,ChEMBL,mechanism,CHEMBL408513,CHEMBL2093865,Histone deacetylase inhibitor
Bortezomib,PSMD1,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB2,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB1,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB5,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB8,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB9,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB6,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMD14,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMA1,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMA2,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMA3,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMA4,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMA5,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMA6,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMA7,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMA8,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB10,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB11,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB3,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB4,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMB7,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,ADRM1,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMC2,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMC1,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMC4,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMC6,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMC3,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMC5,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMD2,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMD3,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMD12,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMD11,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMD6,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMD7,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMD13,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMD4,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,PSMD8,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bortezomib,SEM1,ChEMBL,mechanism,CHEMBL5315122,CHEMBL2364701,26S proteasome inhibitor
Bosutinib,ABL1,ChEMBL,mechanism,CHEMBL2095206,CHEMBL2096618,Bcr/Abl fusion protein inhibitor
Bosutinib,BCR,ChEMBL,mechanism,CHEMBL2095206,CHEMBL2096618,Bcr/Abl fusion protein inhibitor
Bosutinib,ABL1,ChEMBL,mechanism,CHEMBL288441,CHEMBL1862,Tyrosine-protein kinase ABL inhibitor
Bosutinib,SRC,ChEMBL,mechanism,CHEMBL288441,CHEMBL267,Tyrosine-protein kinase SRC inhibitor
Bosutinib,HCK,ChEMBL,mechanism,CHEMBL288441,CHEMBL3234,Tyrosine-protein kinase HCK inhibitor
Bosutinib,LYN,ChEMBL,mechanism,CHEMBL288441,CHEMBL3905,Tyrosine-protein kinase Lyn inhibitor
Clofarabine,RRM1,ChEMBL,mechanism,CHEMBL1750,CHEMBL2095215,Ribonucleoside-diphosphate reductase RR1 inhibitor
Clofarabine,RRM2B,ChEMBL,mechanism,CHEMBL1750,CHEMBL2095215,Ribonucleoside-diphosphate reductase RR1 inhibitor
Clofarabine,RRM2,ChEMBL,mechanism,CHEMBL1750,CHEMBL2095215,Ribonucleoside-diphosphate reductase RR1 inhibitor
Clofarabine,POLA1,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Clofarabine,POLD4,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Clofarabine,POLD3,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Clofarabine,POLD1,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Clofarabine,POLD2,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Clofarabine,POLE,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Clofarabine,POLA2,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Clofarabine,PRIM1,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Clofarabine,PRIM2,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Clofarabine,POLE2,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Clofarabine,POLE3,ChEMBL,mechanism,CHEMBL1750,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Crizotinib,MET,ChEMBL,mechanism,CHEMBL601719,CHEMBL3717,Hepatocyte growth factor receptor inhibitor
Crizotinib,ALK,ChEMBL,mechanism,CHEMBL601719,CHEMBL4247,ALK tyrosine kinase receptor inhibitor
Crizotinib,ALK,ChEMBL,mechanism,CHEMBL601719,CHEMBL3883330,EML4-ALK inhibitor
Crizotinib,EML4,ChEMBL,mechanism,CHEMBL601719,CHEMBL3883330,EML4-ALK inhibitor
Crizotinib,ALK,ChEMBL,mechanism,CHEMBL601719,CHEMBL2111387,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor
Crizotinib,NPM1,ChEMBL,mechanism,CHEMBL601719,CHEMBL2111387,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor
Crizotinib,ROS1,ChEMBL,mechanism,CHEMBL601719,CHEMBL5568,Proto-oncogene tyrosine-protein kinase ROS inhibitor
Crizotinib,MST1R,ChEMBL,mechanism,CHEMBL601719,CHEMBL2689,Macrophage-stimulating protein receptor inhibitor
Cytarabine,POLA1,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLD4,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLD3,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLD1,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLD2,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLE,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLA2,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,PRIM1,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,PRIM2,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLE2,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLE3,ChEMBL,mechanism,CHEMBL803,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,NS5b,ChEMBL,mechanism,CHEMBL393820,CHEMBL4296320,RNA-directed RNA polymerase inhibitor
Cytarabine,pol,ChEMBL,mechanism,CHEMBL38700,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase inhibitor
Cytarabine,P,ChEMBL,mechanism,CHEMBL38700,CHEMBL2362994,DNA polymerase/reverse transcriptase inhibitor
Cytarabine,pol,ChEMBL,mechanism,CHEMBL853,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase inhibitor
Cytarabine,pol,ChEMBL,mechanism,CHEMBL885,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase inhibitor
Cytarabine,pol,ChEMBL,mechanism,CHEMBL109831,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase inhibitor
Cytarabine,POLA1,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLD4,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLD3,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLD1,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLD2,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLE,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLA2,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,PRIM1,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,PRIM2,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLE2,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,POLE3,ChEMBL,mechanism,CHEMBL359164,CHEMBL2363042,DNA polymerase (alpha/delta/epsilon) inhibitor
Cytarabine,pol,ChEMBL,mechanism,CHEMBL210651,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase inhibitor
Cytarabine,reverse,ChEMBL,mechanism,CHEMBL210651,CHEMBL1681630,Reverse transcriptase inhibitor
Dactolisib,MTOR,ChEMBL,mechanism,CHEMBL1879463,CHEMBL2842,Serine/threonine-protein kinase mTOR inhibitor
Dactolisib,PIK3R1,ChEMBL,mechanism,CHEMBL1879463,CHEMBL3559703,PI3-kinase class I inhibitor
Dactolisib,PIK3CB,ChEMBL,mechanism,CHEMBL1879463,CHEMBL3559703,PI3-kinase class I inhibitor
Dactolisib,PIK3CG,ChEMBL,mechanism,CHEMBL1879463,CHEMBL3559703,PI3-kinase class I inhibitor
Dactolisib,PIK3CA,ChEMBL,mechanism,CHEMBL1879463,CHEMBL3559703,PI3-kinase class I inhibitor
Dactolisib,PIK3R2,ChEMBL,mechanism,CHEMBL1879463,CHEMBL3559703,PI3-kinase class I inhibitor
Dactolisib,PIK3CD,ChEMBL,mechanism,CHEMBL1879463,CHEMBL3559703,PI3-kinase class I inhibitor
Dactolisib,PIK3R5,ChEMBL,mechanism,CHEMBL1879463,CHEMBL3559703,PI3-kinase class I inhibitor
Dactolisib,PIK3R3,ChEMBL,mechanism,CHEMBL1879463,CHEMBL3559703,PI3-kinase class I inhibitor
Daporinad,NAMPT,ChEMBL,mechanism,CHEMBL566757,CHEMBL1744525,Nicotinamide phosphoribosyltransferase inhibitor
Dasatinib,ABL1,ChEMBL,mechanism,CHEMBL1421,CHEMBL1862,Tyrosine-protein kinase ABL inhibitor
Dasatinib,PDGFRB,ChEMBL,mechanism,CHEMBL1421,CHEMBL1913,Platelet-derived growth factor receptor beta inhibitor
Dasatinib,KIT,ChEMBL,mechanism,CHEMBL1421,CHEMBL1936,Stem cell growth factor receptor inhibitor
Dasatinib,EPHA2,ChEMBL,mechanism,CHEMBL1421,CHEMBL2068,Ephrin type-A receptor 2 inhibitor
Dasatinib,FYN,ChEMBL,mechanism,CHEMBL1421,CHEMBL2363074,SRC inhibitor
Dasatinib,SRC,ChEMBL,mechanism,CHEMBL1421,CHEMBL2363074,SRC inhibitor
Dasatinib,LCK,ChEMBL,mechanism,CHEMBL1421,CHEMBL2363074,SRC inhibitor
Dasatinib,YES1,ChEMBL,mechanism,CHEMBL1421,CHEMBL2363074,SRC inhibitor
Dasatinib,BLK,ChEMBL,mechanism,CHEMBL1421,CHEMBL2363074,SRC inhibitor
Dasatinib,HCK,ChEMBL,mechanism,CHEMBL1421,CHEMBL2363074,SRC inhibitor
Dasatinib,LYN,ChEMBL,mechanism,CHEMBL1421,CHEMBL2363074,SRC inhibitor
Dasatinib,FRK,ChEMBL,mechanism,CHEMBL1421,CHEMBL2363074,SRC inhibitor
Dasatinib,FGR,ChEMBL,mechanism,CHEMBL1421,CHEMBL2363074,SRC inhibitor
Dasatinib,SRMS,ChEMBL,mechanism,CHEMBL1421,CHEMBL2363074,SRC inhibitor
Dasatinib,ABL1,ChEMBL,mechanism,CHEMBL1421,CHEMBL2096618,Bcr/Abl fusion protein inhibitor
Dasatinib,BCR,ChEMBL,mechanism,CHEMBL1421,CHEMBL2096618,Bcr/Abl fusion protein inhibitor
Dasatinib,ABL1,ChEMBL,mechanism,CHEMBL5416410,CHEMBL2096618,Bcr/Abl fusion protein inhibitor
Dasatinib,BCR,ChEMBL,mechanism,CHEMBL5416410,CHEMBL2096618,Bcr/Abl fusion protein inhibitor
Docetaxel,TUBB4B,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBB1,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBA3C,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBA4A,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBB3,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBA1A,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBB4A,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBB8,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBB,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBA1B,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBA1C,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBA3E,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBB2A,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBB2B,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBB6,ChEMBL,mechanism,CHEMBL92,CHEMBL2095182,Tubulin stabiliser
Docetaxel,TUBB4B,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBB1,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBA3C,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBA4A,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBB3,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBA1A,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBB4A,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBB8,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBB,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBA1B,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBA1C,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBA3E,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBB2A,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBB2B,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Docetaxel,TUBB6,ChEMBL,mechanism,CHEMBL3545252,CHEMBL2095182,Tubulin inhibitor
Doxorubicin,GNRHR,ChEMBL,mechanism,CHEMBL3544954,CHEMBL1855,Gonadotropin-releasing hormone receptor agonist
Erlotinib,EGFR,ChEMBL,mechanism,CHEMBL1079742,CHEMBL203,Epidermal growth factor receptor erbB1 inhibitor
Etoposide,TOP2A,ChEMBL,mechanism,CHEMBL1200645,CHEMBL1806,DNA topoisomerase II alpha inhibitor
Etoposide,TOP2A,ChEMBL,mechanism,CHEMBL44657,CHEMBL2094255,DNA topoisomerase II inhibitor
Etoposide,TOP2B,ChEMBL,mechanism,CHEMBL44657,CHEMBL2094255,DNA topoisomerase II inhibitor
Everolimus,FKBP1A,ChEMBL,mechanism,CHEMBL1908360,CHEMBL1902,FK506-binding protein 1A inhibitor
foretinib,FLT3,ChEMBL,mechanism,CHEMBL1230609,CHEMBL1974,Tyrosine-protein kinase receptor FLT3 inhibitor
