drug,target_gene,target_source,evidence_level,molecule_chembl_id,target_chembl_id,mechanism_of_action
Sorafenib,BRAF,ChEMBL,mechanism,CHEMBL1200485,CHEMBL5145,Serine/threonine-protein kinase B-raf inhibitor
Sorafenib,FLT1,ChEMBL,mechanism,CHEMBL1200485,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Sorafenib,FLT4,ChEMBL,mechanism,CHEMBL1200485,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Sorafenib,KDR,ChEMBL,mechanism,CHEMBL1200485,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Sorafenib,RET,ChEMBL,mechanism,CHEMBL1200485,CHEMBL2041,Tyrosine-protein kinase receptor RET inhibitor
Sunitinib,CSF1R,ChEMBL,mechanism,CHEMBL535,CHEMBL1844,Macrophage colony stimulating factor receptor inhibitor
Sunitinib,KDR,ChEMBL,mechanism,CHEMBL535,CHEMBL279,Vascular endothelial growth factor receptor 2 inhibitor
Sunitinib,KIT,ChEMBL,mechanism,CHEMBL535,CHEMBL1936,Stem cell growth factor receptor inhibitor
Sunitinib,PDGFRB,ChEMBL,mechanism,CHEMBL535,CHEMBL1913,Platelet-derived growth factor receptor beta inhibitor
Sunitinib,PDGFRA,ChEMBL,mechanism,CHEMBL535,CHEMBL2007,Platelet-derived growth factor receptor alpha inhibitor
Sunitinib,FLT1,ChEMBL,mechanism,CHEMBL535,CHEMBL1868,Vascular endothelial growth factor receptor 1 inhibitor
Sunitinib,FLT4,ChEMBL,mechanism,CHEMBL535,CHEMBL1955,Vascular endothelial growth factor receptor 3 inhibitor
Sunitinib,FLT3,ChEMBL,mechanism,CHEMBL535,CHEMBL1974,Tyrosine-protein kinase receptor FLT3 inhibitor
Sunitinib,RET,ChEMBL,mechanism,CHEMBL535,CHEMBL2041,Tyrosine-protein kinase receptor RET inhibitor
Sunitinib,CSF1R,ChEMBL,mechanism,CHEMBL1567,CHEMBL1844,Macrophage colony stimulating factor receptor inhibitor
Sunitinib,KIT,ChEMBL,mechanism,CHEMBL1567,CHEMBL1936,Stem cell growth factor receptor inhibitor
Sunitinib,FLT3,ChEMBL,mechanism,CHEMBL1567,CHEMBL1974,Tyrosine-protein kinase receptor FLT3 inhibitor
Sunitinib,PDGFRB,ChEMBL,mechanism,CHEMBL1567,CHEMBL2095189,Platelet-derived growth factor receptor inhibitor
Sunitinib,PDGFRA,ChEMBL,mechanism,CHEMBL1567,CHEMBL2095189,Platelet-derived growth factor receptor inhibitor
Sunitinib,FLT1,ChEMBL,mechanism,CHEMBL1567,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Sunitinib,FLT4,ChEMBL,mechanism,CHEMBL1567,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Sunitinib,KDR,ChEMBL,mechanism,CHEMBL1567,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Sunitinib,RET,ChEMBL,mechanism,CHEMBL1567,CHEMBL2041,Tyrosine-protein kinase receptor RET inhibitor
Talazoparib,PARP1,ChEMBL,mechanism,CHEMBL3137320,CHEMBL3105,Poly [ADP-ribose] polymerase-1 inhibitor
Talazoparib,PARP2,ChEMBL,mechanism,CHEMBL3137320,CHEMBL5366,Poly [ADP-ribose] polymerase 2 inhibitor
Talazoparib,PARP2,ChEMBL,mechanism,CHEMBL3137318,CHEMBL5366,Poly [ADP-ribose] polymerase 2 inhibitor
Talazoparib,PARP1,ChEMBL,mechanism,CHEMBL3137318,CHEMBL3105,Poly [ADP-ribose] polymerase-1 inhibitor
Tamoxifen,ESR1,ChEMBL,mechanism,CHEMBL786,CHEMBL206,Estrogen receptor alpha modulator
Temsirolimus,FKBP1A,ChEMBL,mechanism,CHEMBL1201182,CHEMBL1902,FK506-binding protein 1A inhibitor
Teniposide,TOP2A,ChEMBL,mechanism,CHEMBL452231,CHEMBL2094255,DNA topoisomerase II inhibitor
Teniposide,TOP2B,ChEMBL,mechanism,CHEMBL452231,CHEMBL2094255,DNA topoisomerase II inhibitor
Tipifarnib,FNTA,ChEMBL,mechanism,CHEMBL289228,CHEMBL2094108,Protein farnesyltransferase inhibitor
Tipifarnib,FNTB,ChEMBL,mechanism,CHEMBL289228,CHEMBL2094108,Protein farnesyltransferase inhibitor
tivantinib,MET,ChEMBL,mechanism,CHEMBL2103882,CHEMBL3717,Hepatocyte growth factor receptor inhibitor
TKI258,FGFR3,ChEMBL,mechanism,CHEMBL522892,CHEMBL2742,Fibroblast growth factor receptor 3 inhibitor
TKI258,FLT3,ChEMBL,mechanism,CHEMBL522892,CHEMBL1974,Tyrosine-protein kinase receptor FLT3 inhibitor
TKI258,KIT,ChEMBL,mechanism,CHEMBL522892,CHEMBL1936,Stem cell growth factor receptor inhibitor
TKI258,PDGFRB,ChEMBL,mechanism,CHEMBL522892,CHEMBL2095189,Platelet-derived growth factor receptor inhibitor
TKI258,PDGFRA,ChEMBL,mechanism,CHEMBL522892,CHEMBL2095189,Platelet-derived growth factor receptor inhibitor
TKI258,FLT1,ChEMBL,mechanism,CHEMBL522892,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
TKI258,FLT4,ChEMBL,mechanism,CHEMBL522892,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
TKI258,KDR,ChEMBL,mechanism,CHEMBL522892,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Topotecan,TOP1,ChEMBL,mechanism,CHEMBL1607,CHEMBL1781,DNA topoisomerase I inhibitor
Trametinib,MAP2K2,ChEMBL,mechanism,CHEMBL2103875,CHEMBL2111289,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor
Trametinib,MAP2K1,ChEMBL,mechanism,CHEMBL2103875,CHEMBL2111289,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor
Trametinib,MAP2K2,ChEMBL,mechanism,CHEMBL2105741,CHEMBL2964,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor
Trametinib,MAP2K1,ChEMBL,mechanism,CHEMBL2105741,CHEMBL3587,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor
Vandetanib,SRC,ChEMBL,mechanism,CHEMBL24828,CHEMBL267,Tyrosine-protein kinase SRC inhibitor
Vandetanib,PTK6,ChEMBL,mechanism,CHEMBL24828,CHEMBL4601,Tyrosine-protein kinase BRK inhibitor
Vandetanib,TEK,ChEMBL,mechanism,CHEMBL24828,CHEMBL4128,Tyrosine-protein kinase TIE-2 inhibitor
Vandetanib,FLT1,ChEMBL,mechanism,CHEMBL24828,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Vandetanib,FLT4,ChEMBL,mechanism,CHEMBL24828,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Vandetanib,KDR,ChEMBL,mechanism,CHEMBL24828,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor
Vandetanib,RET,ChEMBL,mechanism,CHEMBL24828,CHEMBL2041,Tyrosine-protein kinase receptor RET inhibitor
Vandetanib,EPHA2,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHB2,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHA5,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHA4,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHA8,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHA6,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHA7,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHB3,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHA3,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHB1,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHB4,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHA1,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHB6,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,EPHA10,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363043,Ephrin receptor inhibitor
Vandetanib,ERBB2,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363049,Epidermal growth factor receptor inhibitor
Vandetanib,EGFR,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363049,Epidermal growth factor receptor inhibitor
Vandetanib,ERBB4,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363049,Epidermal growth factor receptor inhibitor
Vandetanib,ERBB3,ChEMBL,mechanism,CHEMBL24828,CHEMBL2363049,Epidermal growth factor receptor inhibitor
Vinblastine,TUBB4B,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBB1,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBA3C,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBA4A,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBB3,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBA1A,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBB4A,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBB8,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBB,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBA1B,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBA1C,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBA3E,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBB2A,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBB2B,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vinblastine,TUBB6,ChEMBL,mechanism,CHEMBL378544,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBB4B,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBB1,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBA3C,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBA4A,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBB3,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBA1A,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBB4A,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBB8,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBB,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBA1B,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBA1C,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBA3E,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBB2A,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBB2B,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TUBB6,ChEMBL,mechanism,CHEMBL501867,CHEMBL2095182,Tubulin inhibitor
Vincristine sulfate,TLR7,ChEMBL,mechanism,CHEMBL1690,CHEMBL5936,Toll-like receptor 7 antagonist
Vincristine sulfate,TLR9,ChEMBL,mechanism,CHEMBL1690,CHEMBL5804,Toll-like receptor 9 antagonist
Vincristine sulfate,pol,ChEMBL,mechanism,CHEMBL1200678,CHEMBL243,Human immunodeficiency virus type 1 protease inhibitor
Vincristine sulfate,rplM,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsA,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsJ,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsK,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsL,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsM,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsN,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsZ,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsO,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsP,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsQ,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsR1,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsR2,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsS,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsB,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsT,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsC,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsD,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsE,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsF,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsG,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsH,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpsI,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplA,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplJ,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplK,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplN,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplO,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplP,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplQ,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplR,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplS,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplB,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplT,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplU,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplV,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplW,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplX,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplY,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmA,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmB1,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmB2,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmC,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplC,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmD,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmE,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmF,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmG1,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmG2,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmH,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmI,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rpmJ,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplD,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplE,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplF,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplL,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,rplI,ChEMBL,mechanism,CHEMBL2218913,CHEMBL2363965,70S ribosome inhibitor
Vincristine sulfate,SLC6A3,ChEMBL,mechanism,CHEMBL3544971,CHEMBL238,Dopamine transporter releasing agent
Vincristine sulfate,SLC6A2,ChEMBL,mechanism,CHEMBL3544971,CHEMBL222,Norepinephrine transporter releasing agent
Vincristine sulfate,SLC18A2,ChEMBL,mechanism,CHEMBL3544971,CHEMBL1893,Synaptic vesicular amine transporter inhibitor
Vinorelbine,TUBB4B,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBB1,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBA3C,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBA4A,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBB3,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBA1A,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBB4A,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBB8,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBB,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBA1B,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBA1C,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBA3E,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBB2A,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBB2B,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vinorelbine,TUBB6,ChEMBL,mechanism,CHEMBL538943,CHEMBL2095182,Tubulin inhibitor
Vismodegib,SMO,ChEMBL,mechanism,CHEMBL473417,CHEMBL5971,Smoothened homolog inhibitor
Vorinostat,HDAC1,ChEMBL,mechanism,CHEMBL98,CHEMBL325,Histone deacetylase 1 inhibitor
Vorinostat,HDAC3,ChEMBL,mechanism,CHEMBL98,CHEMBL1829,Histone deacetylase 3 inhibitor
Vorinostat,HDAC6,ChEMBL,mechanism,CHEMBL98,CHEMBL1865,Histone deacetylase 6 inhibitor
Vorinostat,HDAC2,ChEMBL,mechanism,CHEMBL98,CHEMBL1937,Histone deacetylase 2 inhibitor
